ortho	lemme	cgram
accommodements	accommodement	NAM
accommodent	accommoder	VER
accommoder	accommoder	VER
accommodera	accommoder	VER
accommoderai	accommoder	VER
accommoderaient	accommoder	VER
accommoderais	accommoder	VER
accommoderait	accommoder	VER
accommoderez	accommoder	VER
accommoderions	accommoder	VER
accommoderont	accommoder	VER
accommodions	accommoder	VER
accommodons	accommoder	VER
accommodât	accommoder	VER
accommodèrent	accommoder	VER
accommodé	accommoder	VER
accommodée	accommoder	VER
accommodés	accommoder	VER
accompagna	accompagner	VER
accompagnai	accompagner	VER
accompagnaient	accompagner	VER
accompagnais	accompagner	VER
accompagnait	accompagner	VER
accompagnant	accompagnant	ADJ
accompagnant	accompagner	VER
accompagnateur	accompagnateur	NAM
accompagnateurs	accompagnateur	NAM
accompagnatrice	accompagnateur	NAM
accompagnatrices	accompagnateur	NAM
accompagne	accompagner	VER
accompagnement	accompagnement	NAM
accompagnements	accompagnement	NAM
accompagnent	accompagner	VER
accompagner	accompagner	VER
accompagnera	accompagner	VER
accompagnerai	accompagner	VER
accompagneraient	accompagner	VER
accompagnerais	accompagner	VER
accompagnerait	accompagner	VER
accompagneras	accompagner	VER
accompagnerez	accompagner	VER
accompagneriez	accompagner	VER
accompagnerons	accompagner	VER
accompagneront	accompagner	VER
accompagnes	accompagner	VER
accompagnez	accompagner	VER
accompagniez	accompagner	VER
accompagnions	accompagner	VER
accompagnons	accompagner	VER
accompagnâmes	accompagner	VER
accompagnât	accompagner	VER
accompagnèrent	accompagner	VER
accompagné	accompagner	VER
accompagné	accompagné	ADJ
accompagnée	accompagner	VER
accompagnée	accompagné	ADJ
accompagnées	accompagner	VER
accompagnées	accompagné	ADJ
accompagnés	accompagner	VER
accompagnés	accompagné	ADJ
accompli	accompli	ADJ
accompli	accompli	NAM
accompli	accomplir	VER
accomplie	accompli	ADJ
accomplie	accomplir	VER
accomplies	accompli	ADJ
accomplies	accomplir	VER
accomplir	accomplir	VER
accomplira	accomplir	VER
accomplirai	accomplir	VER
accompliraient	accomplir	VER
accomplirais	accomplir	VER
accomplirait	accomplir	VER
accompliras	accomplir	VER
accomplirent	accomplir	VER
accomplirez	accomplir	VER
accomplirons	accomplir	VER
accompliront	accomplir	VER
accomplis	accompli	ADJ
accomplis	accomplir	VER
accomplissaient	accomplir	VER
accomplissais	accomplir	VER
accomplissait	accomplir	VER
accomplissant	accomplir	VER
accomplisse	accomplir	VER
accomplissement	accomplissement	NAM
accomplissements	accomplissement	NAM
accomplissent	accomplir	VER
accomplissez	accomplir	VER
accomplissiez	accomplir	VER
accomplissions	accomplir	VER
accomplissons	accomplir	VER
accomplit	accomplir	VER
accomplît	accomplir	VER
accord	accord	NAM
accorda	accorder	VER
accordai	accorder	VER
accordaient	accorder	VER
accordailles	accordailles	NAM
accordais	accorder	VER
accordait	accorder	VER
accordant	accorder	VER
accordas	accorder	VER
accordassent	accorder	VER
accorde	accorder	VER
accordement	accordement	NAM
accordent	accorder	VER
accorder	accorder	VER
accordera	accorder	VER
accorderai	accorder	VER
accorderaient	accorder	VER
accorderais	accorder	VER
accorderait	accorder	VER
accorderas	accorder	VER
accorderez	accorder	VER
accorderiez	accorder	VER
accorderons	accorder	VER
accorderont	accorder	VER
accordes	accorder	VER
accordeur	accordeur	NAM
accordez	accorder	VER
accordiez	accorder	VER
accordions	accorder	VER
accordo	accordo	NAM
accordons	accorder	VER
accords	accord	NAM
accordât	accorder	VER
accordèrent	accorder	VER
accordé	accorder	VER
accordé	accordé	NAM
accordée	accorder	VER
accordée	accordé	NAM
accordées	accorder	VER
accordées	accordé	NAM
accordéon	accordéon	NAM
accordéoniste	accordéoniste	NAM
accordéonistes	accordéoniste	NAM
accordéons	accordéon	NAM
accordés	accorder	VER
accordés	accordé	NAM
accore	accore	ADJ
accores	accore	NAM
accort	accort	ADJ
accorte	accort	ADJ
accortes	accort	ADJ
accorts	accort	ADJ
accosta	accoster	VER
accostage	accostage	NAM
accostaient	accoster	VER
accostais	accoster	VER
accostait	accoster	VER
accostant	accostant	ADJ
accostant	accoster	VER
accoste	accoster	VER
accostent	accoster	VER
accoster	accoster	VER
accosterez	accoster	VER
accosterons	accoster	VER
accostez	accoster	VER
accostiez	accoster	VER
accostons	accoster	VER
accosté	accoster	VER
accostée	accoster	VER
accostées	accoster	VER
accota	accoter	VER
accotaient	accoter	VER
accotait	accoter	VER
accotant	accoter	VER
accote	accoter	VER
accotement	accotement	NAM
accotements	accotement	NAM
accotent	accoter	VER
accoter	accoter	VER
accotoirs	accotoir	NAM
accotons	accoter	VER
accotèrent	accoter	VER
accoté	accoter	VER
accotée	accoter	VER
accotées	accoter	VER
accotés	accoter	VER
accotés	accoté	NAM
accoucha	accoucher	VER
accouchaient	accoucher	VER
accouchais	accoucher	VER
accouchait	accoucher	VER
accouchant	accouchant	ADJ
accouchant	accoucher	VER
accouche	accoucher	VER
accouchement	accouchement	NAM
accouchements	accouchement	NAM
accouchent	accoucher	VER
accoucher	accoucher	VER
accouchera	accoucher	VER
accoucherait	accoucher	VER
accoucheras	accoucher	VER
accouches	accoucher	VER
accoucheur	accoucheur	NAM
accoucheurs	accoucheur	NAM
accoucheuse	accoucheur	NAM
accouchez	accoucher	VER
accouché	accoucher	VER
accouchée	accoucher	VER
accouchée	accouchée	NAM
accouchées	accouchée	NAM
accouchés	accoucher	VER
accouda	accouder	VER
accoudai	accouder	VER
accoudaient	accouder	VER
accoudais	accouder	VER
accoudait	accouder	VER
accoudant	accouder	VER
accoude	accouder	VER
accouder	accouder	VER
accoudions	accouder	VER
accoudoir	accoudoir	NAM
accoudoirs	accoudoir	NAM
accoudons	accouder	VER
accoudèrent	accouder	VER
accoudé	accouder	VER
accoudé	accoudé	ADJ
accoudée	accouder	VER
accoudée	accoudé	ADJ
accoudées	accouder	VER
accoudés	accouder	VER
accoudés	accoudé	ADJ
accoupla	accoupler	VER
accouplaient	accoupler	VER
accouplais	accoupler	VER
accouplait	accoupler	VER
accouplant	accoupler	VER
accouple	accoupler	VER
accouplement	accouplement	NAM
accouplements	accouplement	NAM
accouplent	accoupler	VER
accoupler	accoupler	VER
accouplera	accoupler	VER
accouplerait	accoupler	VER
accoupleront	accoupler	VER
accouplèrent	accoupler	VER
accouplé	accoupler	VER
accouplée	accoupler	VER
accouplées	accoupler	VER
accouplés	accoupler	VER
accouraient	accourir	VER
accourais	accourir	VER
accourait	accourir	VER
accourant	accourir	VER
accourcissant	accourcir	VER
accoure	accourir	VER
accourent	accourir	VER
accoures	accourir	VER
accourez	accourir	VER
accouriez	accourir	VER
accourir	accourir	VER
accourons	accourir	VER
accourra	accourir	VER
accourrai	accourir	VER
accourraient	accourir	VER
accourrais	accourir	VER
accourrait	accourir	VER
accourront	accourir	VER
accours	accourir	VER
accourt	accourir	VER
accouru	accourir	VER
accourue	accourir	VER
accourues	accourir	VER
accoururent	accourir	VER
accourus	accourir	VER
accourussent	accourir	VER
accourut	accourir	VER
accourût	accourir	VER
accoutre	accoutrer	VER
accoutrement	accoutrement	NAM
accoutrements	accoutrement	NAM
accoutré	accoutrer	VER
accoutré	accoutré	ADJ
accoutrée	accoutrer	VER
accoutrée	accoutré	ADJ
accoutrés	accoutrer	VER
accoutrés	accoutré	ADJ
accoutuma	accoutumer	VER
accoutumai	accoutumer	VER
accoutumaient	accoutumer	VER
accoutumais	accoutumer	VER
accoutumait	accoutumer	VER
accoutumance	accoutumance	NAM
accoutumances	accoutumance	NAM
accoutumant	accoutumer	VER
accoutume	accoutumer	VER
accoutument	accoutumer	VER
accoutumer	accoutumer	VER
accoutumerait	accoutumer	VER
accoutumé	accoutumer	VER
accoutumé	accoutumé	ADJ
accoutumée	accoutumer	VER
accoutumée	accoutumé	ADJ
accoutumées	accoutumer	VER
accoutumées	accoutumé	ADJ
accoutumés	accoutumer	VER
accoutumés	accoutumé	ADJ
accouvée	accouver	VER
accras	accra	NAM
accro	accro	ADJ
accro	accro	NAM
accroc	accroc	NAM
accrocha	accrocher	VER
accrochage	accrochage	NAM
accrochages	accrochage	NAM
accrochai	accrocher	VER
accrochaient	accrocher	VER
accrochais	accrocher	VER
accrochait	accrocher	VER
accrochant	accrochant	ADJ
accrochant	accrocher	VER
accroche	accroche	NAM
accroche	accrocher	VER
accroche-coeur	accroche-coeur	NAM
accroche-coeurs	accroche-coeur	NAM
accrochent	accrocher	VER
accrocher	accrocher	VER
accrochera	accrocher	VER
accrocherai	accrocher	VER
accrocheraient	accrocher	VER
accrocherais	accrocher	VER
accrocherait	accrocher	VER
accrocherez	accrocher	VER
accrocheriez	accrocher	VER
accrocheront	accrocher	VER
accroches	accroche	NAM
accroches	accrocher	VER
accrocheur	accrocheur	ADJ
accrocheurs	accrocheur	ADJ
accrocheuse	accrocheur	ADJ
accrocheuses	accrocheur	ADJ
accrochez	accrocher	VER
accrochiez	accrocher	VER
accrochions	accrocher	VER
accrochons	accrocher	VER
accrochât	accrocher	VER
accrochèrent	accrocher	VER
accroché	accrocher	VER
accroché	accroché	ADJ
accrochée	accrocher	VER
accrochée	accroché	ADJ
accrochées	accrocher	VER
accrochées	accroché	ADJ
accrochés	accrocher	VER
accrochés	accroché	ADJ
accrocs	accroc	NAM
accroire	accroire	VER
accrois	accroître	VER
accroissaient	accroître	VER
accroissait	accroître	VER
accroissant	accroître	VER
accroisse	accroître	VER
accroissement	accroissement	NAM
accroissent	accroître	VER
accroissez	accroître	VER
accros	accro	ADJ
accros	accro	NAM
accroupi	accroupi	ADJ
accroupi	accroupir	VER
accroupie	accroupi	ADJ
accroupie	accroupir	VER
accroupies	accroupi	ADJ
accroupies	accroupir	VER
accroupir	accroupir	VER
accroupirent	accroupir	VER
accroupis	accroupi	ADJ
accroupis	accroupir	VER
accroupissaient	accroupir	VER
accroupissais	accroupir	VER
accroupissait	accroupir	VER
accroupissant	accroupir	VER
accroupisse	accroupir	VER
accroupissement	accroupissement	NAM
accroupissent	accroupir	VER
accroupissons	accroupir	VER
accroupit	accroupir	VER
accroît	accroître	VER
accroîtra	accroître	VER
accroîtrait	accroître	VER
accroître	accroître	VER
accroîtront	accroître	VER
accru	accroître	VER
accru	accru	ADJ
accrue	accroître	VER
accrue	accru	ADJ
accrue	accrue	NAM
accrues	accroître	VER
accrues	accru	ADJ
accrurent	accroître	VER
accrus	accroître	VER
accrus	accru	ADJ
accrut	accroître	VER
accrédita	accréditer	VER
accréditaient	accréditer	VER
accréditait	accréditer	VER
accréditant	accréditer	VER
accréditation	accréditation	NAM
accréditations	accréditation	NAM
accréditer	accréditer	VER
accréditif	accréditif	NAM
accrédité	accréditer	VER
accrédité	accrédité	ADJ
accréditée	accréditer	VER
accréditée	accrédité	ADJ
accrédités	accréditer	VER
accrédités	accrédité	ADJ
accrédités	accrédité	NAM
accrétion	accrétion	NAM
accrût	accroître	VER
accu	accu	NAM
accueil	accueil	NAM
accueillaient	accueillir	VER
accueillais	accueillir	VER
accueillait	accueillir	VER
accueillant	accueillant	ADJ
accueillant	accueillir	VER
accueillante	accueillant	ADJ
accueillantes	accueillant	ADJ
accueillants	accueillant	ADJ
accueille	accueillir	VER
accueillent	accueillir	VER
accueillera	accueillir	VER
accueillerai	accueillir	VER
accueilleraient	accueillir	VER
accueillerait	accueillir	VER
accueilleras	accueillir	VER
accueillerez	accueillir	VER
accueilleriez	accueillir	VER
accueillerons	accueillir	VER
accueilleront	accueillir	VER
accueilles	accueillir	VER
accueillez	accueillir	VER
accueilli	accueillir	VER
accueillie	accueillir	VER
accueillies	accueillir	VER
accueillir	accueillir	VER
accueillirent	accueillir	VER
accueillis	accueillir	VER
accueillit	accueillir	VER
accueillons	accueillir	VER
accueillît	accueillir	VER
accueils	accueil	NAM
accula	acculer	VER
acculaient	acculer	VER
acculais	acculer	VER
acculait	acculer	VER
acculant	acculer	VER
accule	acculer	VER
acculent	acculer	VER
acculer	acculer	VER
acculera	acculer	VER
acculeraient	acculer	VER
acculez	acculer	VER
acculturation	acculturation	NAM
acculât	acculer	VER
acculèrent	acculer	VER
acculé	acculer	VER
acculé	acculé	ADJ
acculée	acculer	VER
acculées	acculer	VER
acculés	acculer	VER
acculés	acculé	ADJ
accumula	accumuler	VER
accumulai	accumuler	VER
accumulaient	accumuler	VER
accumulais	accumuler	VER
accumulait	accumuler	VER
accumulant	accumuler	VER
accumulateur	accumulateur	NAM
accumulateurs	accumulateur	NAM
accumulation	accumulation	NAM
accumulations	accumulation	NAM
accumule	accumuler	VER
accumulent	accumuler	VER
accumuler	accumuler	VER
accumulerez	accumuler	VER
accumulez	accumuler	VER
accumulèrent	accumuler	VER
accumulé	accumuler	VER
accumulée	accumuler	VER
accumulées	accumuler	VER
accumulés	accumuler	VER
accus	accu	NAM
accusa	accuser	VER
accusai	accuser	VER
accusaient	accuser	VER
accusais	accuser	VER
accusait	accuser	VER
accusant	accuser	VER
accusateur	accusateur	ADJ
accusateur	accusateur	NAM
accusateurs	accusateur	ADJ
accusateurs	accusateur	NAM
accusatif	accusatif	NAM
accusation	accusation	NAM
accusations	accusation	NAM
accusatoire	accusatoire	ADJ
accusatrice	accusateur	ADJ
accusatrices	accusateur	NAM
accuse	accuser	VER
accusent	accuser	VER
accuser	accuser	VER
accusera	accuser	VER
accuseraient	accuser	VER
accuserais	accuser	VER
accuserait	accuser	VER
accuserez	accuser	VER
accuseriez	accuser	VER
accuserions	accuser	VER
accuserons	accuser	VER
accuseront	accuser	VER
accuses	accuser	VER
accusez	accuser	VER
accusiez	accuser	VER
accusions	accuser	VER
accusons	accuser	VER
accusât	accuser	VER
accusèrent	accuser	VER
accusé	accuser	VER
accusé	accusé	ADJ
accusé	accusé	NAM
accusée	accuser	VER
accusée	accusé	ADJ
accusée	accusé	NAM
accusées	accuser	VER
accusées	accusé	ADJ
accusées	accusé	NAM
accusés	accuser	VER
accusés	accusé	ADJ
accusés	accusé	NAM
accède	accéder	VER
accèdent	accéder	VER
accèdes	accéder	VER
accès	accès	NAM
accéda	accéder	VER
accédai	accéder	VER
accédaient	accéder	VER
accédais	accéder	VER
accédait	accéder	VER
accédant	accéder	VER
accéder	accéder	VER
accédera	accéder	VER
accéderai	accéder	VER
accéderaient	accéder	VER
accéderais	accéder	VER
accéderait	accéder	VER
accéderas	accéder	VER
accédez	accéder	VER
accédons	accéder	VER
accédâmes	accéder	VER
accédé	accéder	VER
accélère	accélérer	VER
accélèrent	accélérer	VER
accélères	accélérer	VER
accéléra	accélérer	VER
accélérai	accélérer	VER
accéléraient	accélérer	VER
accélérais	accélérer	VER
accélérait	accélérer	VER
accélérant	accélérant	ADJ
accélérant	accélérer	VER
accélérants	accélérant	ADJ
accélérateur	accélérateur	ADJ
accélérateur	accélérateur	NAM
accélérateurs	accélérateur	ADJ
accélérateurs	accélérateur	NAM
accélération	accélération	NAM
accélérations	accélération	NAM
accélératrice	accélérateur	ADJ
accélérer	accélérer	VER
accélérera	accélérer	VER
accélérerait	accélérer	VER
accéléreras	accélérer	VER
accélérez	accélérer	VER
accélériez	accélérer	VER
accélérons	accélérer	VER
accélérèrent	accélérer	VER
accéléré	accélérer	VER
accéléré	accéléré	ADJ
accéléré	accéléré	NAM
accélérée	accélérer	VER
accélérées	accélérer	VER
accélérés	accélérer	VER
accélérés	accéléré	ADJ
ace	ace	NAM
acellulaire	acellulaire	ADJ
acerbe	acerbe	ADJ
acerbes	acerbe	ADJ
acerbité	acerbité	NAM
acetabulum	acetabulum	NAM
achalandage	achalandage	NAM
achalandaient	achalander	VER
achalandé	achalandé	ADJ
achalandée	achalandé	ADJ
achalandées	achalandé	ADJ
achalandés	achalander	VER
achalandés	achalandé	ADJ
achaler	achaler	VER
achards	achards	NAM
acharna	acharner	VER
acharnai	acharner	VER
acharnaient	acharner	VER
acharnais	acharner	VER
acharnait	acharner	VER
acharnant	acharner	VER
acharne	acharner	VER
acharnement	acharnement	NAM
acharnements	acharnement	NAM
acharnent	acharner	VER
acharner	acharner	VER
acharnera	acharner	VER
acharnerai	acharner	VER
acharnerait	acharner	VER
acharnes	acharner	VER
acharnez	acharner	VER
acharnèrent	acharner	VER
acharné	acharner	VER
acharné	acharné	ADJ
acharnée	acharner	VER
acharnée	acharné	ADJ
acharnées	acharner	VER
acharnées	acharné	ADJ
acharnés	acharner	VER
acharnés	acharné	ADJ
achat	achat	NAM
achats	achat	NAM
ache	ache	NAM
achemina	acheminer	VER
acheminai	acheminer	VER
acheminaient	acheminer	VER
acheminait	acheminer	VER
acheminant	acheminer	VER
achemine	acheminer	VER
acheminement	acheminement	NAM
acheminent	acheminer	VER
acheminer	acheminer	VER
achemineront	acheminer	VER
acheminons	acheminer	VER
acheminâmes	acheminer	VER
acheminèrent	acheminer	VER
acheminé	acheminer	VER
acheminée	acheminer	VER
acheminées	acheminer	VER
acheminés	acheminer	VER
aches	ache	NAM
acheta	acheter	VER
achetable	achetable	ADJ
achetai	acheter	VER
achetaient	acheter	VER
achetais	acheter	VER
achetait	acheter	VER
achetant	acheter	VER
achetassent	acheter	VER
acheter	acheter	VER
acheteur	acheteur	NAM
acheteurs	acheteur	NAM
acheteuse	acheteur	NAM
acheteuses	acheteur	NAM
achetez	acheter	VER
achetiez	acheter	VER
achetions	acheter	VER
achetons	acheter	VER
achetâmes	acheter	VER
achetât	acheter	VER
achetèrent	acheter	VER
acheté	acheter	VER
achetée	acheter	VER
achetées	acheter	VER
achetés	acheter	VER
acheva	achever	VER
achevai	achever	VER
achevaient	achever	VER
achevais	achever	VER
achevait	achever	VER
achevant	achever	VER
achever	achever	VER
achevez	achever	VER
acheviez	achever	VER
achevions	achever	VER
achevons	achever	VER
achevâmes	achever	VER
achevât	achever	VER
achevèrent	achever	VER
achevé	achever	VER
achevé	achevé	ADJ
achevée	achever	VER
achevée	achevé	ADJ
achevées	achever	VER
achevées	achevé	ADJ
achevés	achever	VER
achevés	achevé	ADJ
achillée	achillée	NAM
achondroplasie	achondroplasie	NAM
achondroplasies	achondroplasie	NAM
achoppa	achopper	VER
achoppai	achopper	VER
achoppaient	achopper	VER
achoppais	achopper	VER
achoppait	achopper	VER
achoppe	achopper	VER
achoppement	achoppement	NAM
achopper	achopper	VER
achoppé	achopper	VER
achoppée	achopper	VER
achète	acheter	VER
achètent	acheter	VER
achètera	acheter	VER
achèterai	acheter	VER
achèteraient	acheter	VER
achèterais	acheter	VER
achèterait	acheter	VER
achèteras	acheter	VER
achèterez	acheter	VER
achèteriez	acheter	VER
achèterions	acheter	VER
achèterons	acheter	VER
achèteront	acheter	VER
achètes	acheter	VER
achève	achever	VER
achèvement	achèvement	NAM
achèvements	achèvement	NAM
achèvent	achever	VER
achèvera	achever	VER
achèverai	achever	VER
achèveraient	achever	VER
achèverait	achever	VER
achèverez	achever	VER
achèverons	achever	VER
achèveront	achever	VER
achèves	achever	VER
achélème	achélème	NAM
achélèmes	achélème	NAM
acid jazz	acid jazz	NAM
acide	acide	ADJ
acide	acide	NAM
acides	acide	ADJ
acides	acide	NAM
acidité	acidité	NAM
acidités	acidité	NAM
acidocétose	acidocétose	NAM
acidose	acidose	NAM
acidulé	aciduler	VER
acidulé	acidulé	ADJ
acidulée	aciduler	VER
acidulée	acidulé	ADJ
acidulées	aciduler	VER
acidulées	acidulé	ADJ
acidulés	aciduler	VER
acidulés	acidulé	ADJ
acier	acier	NAM
aciers	acier	NAM
aciérie	aciérie	NAM
